gene,condition,protein_change,feature,array_offset,genomic_pos,activation
NPHS2,WT,,11735,24360,179551594,1.046875
NPHS2,WT,,9170,130,179575824,2.171875
NPHS2,WT,,9170,136,179575818,2.671875
NPHS2,WT,,9170,139,179575815,2.453125
NPHS2,WT,,9170,187,179575767,2.796875
NPHS2,WT,,9170,190,179575764,2.15625
NPHS2,WT,,9170,193,179575761,3.078125
NPHS2,WT,,9170,199,179575755,2.859375
NPHS2,WT,,9170,214,179575740,2.953125
NPHS2,WT,,9170,229,179575725,3.015625
NPHS2,WT,,9170,235,179575719,2.390625
NPHS2,WT,,9170,244,179575710,3.328125
NPHS2,WT,,9170,253,179575701,2.984375
NPHS2,WT,,9170,304,179575650,2.484375
NPHS2,WT,,9170,310,179575644,3.015625
NPHS2,WT,,9170,319,179575635,3.015625
NPHS2,WT,,9170,364,179575590,3.265625
NPHS2,WT,,9170,400,179575554,3.578125
NPHS2,WT,,9170,403,179575551,3.640625
NPHS2,WT,,9170,412,179575542,1.28125
NPHS2,WT,,9170,476,179575478,3.796875
NPHS2,WT,,9170,485,179575469,1.0
NPHS2,WT,,9170,493,179575461,1.28125
NPHS2,WT,,9170,502,179575452,0.921875
NPHS2,WT,,9170,601,179575353,1.234375
NPHS2,WT,,9170,685,179575269,1.203125
NPHS2,WT,,9170,1110,179574844,2.515625
NPHS2,WT,,9170,1125,179574829,4.0
NPHS2,WT,,9170,1194,179574760,2.015625
NPHS2,WT,,9170,1759,179574195,1.359375
NPHS2,WT,,9170,1947,179574007,1.078125
NPHS2,WT,,9170,2191,179573763,0.953125
NPHS2,WT,,9170,11161,179564793,1.234375
NPHS2,WT,,9170,11176,179564778,2.796875
NPHS2,WT,,9170,11182,179564772,4.4375
NPHS2,WT,,9170,13788,179562166,1.640625
NPHS2,WT,,9170,14633,179561321,2.484375
NPHS2,WT,,9170,14648,179561306,3.578125
NPHS2,WT,,9170,14660,179561294,3.171875
NPHS2,WT,,9170,14666,179561288,3.140625
NPHS2,WT,,9170,14809,179561145,3.109375
NPHS2,WT,,9170,14845,179561109,1.75
NPHS2,WT,,9170,15089,179560865,1.65625
NPHS2,WT,,9170,15482,179560472,1.34375
NPHS2,WT,,9170,15497,179560457,1.171875
NPHS2,WT,,9170,15579,179560375,3.171875
NPHS2,WT,,9170,16193,179559761,2.734375
NPHS2,WT,,9170,18602,179557352,1.09375
NPHS2,WT,,9170,19526,179556428,1.5
NPHS2,WT,,9170,21454,179554500,4.1875
NPHS2,WT,,9170,23222,179552732,1.140625
NPHS2,WT,,9170,23296,179552658,4.125
NPHS2,WT,,9170,24528,179551426,0.9375
NPHS2,WT,,9170,24570,179551384,2.484375
NPHS2,WT,,9170,24594,179551360,1.25
NPHS2,WT,,9170,24705,179551249,3.265625
NPHS2,WT,,5026,120,179575834,1.671875
NPHS2,WT,,5026,129,179575825,1.65625
NPHS2,WT,,5026,135,179575819,1.25
NPHS2,WT,,5026,138,179575816,1.421875
NPHS2,WT,,5026,156,179575798,1.5
NPHS2,WT,,5026,168,179575786,1.9375
NPHS2,WT,,5026,174,179575780,1.703125
NPHS2,WT,,5026,177,179575777,1.984375
NPHS2,WT,,5026,186,179575768,1.453125
NPHS2,WT,,5026,189,179575765,1.8125
NPHS2,WT,,5026,192,179575762,1.59375
NPHS2,WT,,5026,198,179575756,1.625
NPHS2,WT,,5026,207,179575747,1.375
NPHS2,WT,,5026,210,179575744,1.3125
NPHS2,WT,,5026,213,179575741,1.203125
NPHS2,WT,,5026,219,179575735,1.15625
NPHS2,WT,,5026,228,179575726,1.609375
NPHS2,WT,,5026,234,179575720,1.34375
NPHS2,WT,,5026,240,179575714,1.171875
NPHS2,WT,,5026,243,179575711,1.5
NPHS2,WT,,5026,252,179575702,1.40625
NPHS2,WT,,5026,270,179575684,0.9375
NPHS2,WT,,5026,273,179575681,1.234375
NPHS2,WT,,5026,279,179575675,1.4375
NPHS2,WT,,5026,282,179575672,1.6875
NPHS2,WT,,5026,285,179575669,1.40625
NPHS2,WT,,5026,288,179575666,1.828125
NPHS2,WT,,5026,291,179575663,1.640625
NPHS2,WT,,5026,294,179575660,1.703125
NPHS2,WT,,5026,297,179575657,1.53125
NPHS2,WT,,5026,303,179575651,1.96875
NPHS2,WT,,5026,309,179575645,2.25
NPHS2,WT,,5026,312,179575642,1.640625
NPHS2,WT,,5026,315,179575639,2.375
NPHS2,WT,,5026,318,179575636,2.015625
NPHS2,WT,,5026,324,179575630,2.046875
NPHS2,WT,,5026,327,179575627,1.671875
NPHS2,WT,,5026,330,179575624,1.828125
NPHS2,WT,,5026,333,179575621,1.875
NPHS2,WT,,5026,342,179575612,1.828125
NPHS2,WT,,5026,348,179575606,1.90625
NPHS2,WT,,5026,357,179575597,2.171875
NPHS2,WT,,5026,360,179575594,2.125
NPHS2,WT,,5026,363,179575591,1.46875
NPHS2,WT,,5026,399,179575555,1.484375
NPHS2,WT,,5026,402,179575552,1.390625
NPHS2,WT,,5026,459,179575495,1.015625
NPHS2,WT,,5026,475,179575479,1.953125
NPHS2,WT,,5026,684,179575270,0.9375
NPHS2,WT,,5026,1112,179574842,1.703125
NPHS2,WT,,5026,1124,179574830,2.046875
NPHS2,WT,,5026,1160,179574794,0.9375
NPHS2,WT,,5026,1931,179574023,1.421875
NPHS2,WT,,5026,1952,179574002,1.796875
NPHS2,WT,,5026,2687,179573267,1.359375
NPHS2,WT,,5026,3103,179572851,0.984375
NPHS2,WT,,5026,4833,179571121,1.046875
NPHS2,WT,,5026,4883,179571071,2.0625
NPHS2,WT,,5026,4895,179571059,1.578125
NPHS2,WT,,5026,4898,179571056,0.953125
NPHS2,WT,,5026,4943,179571011,1.515625
NPHS2,WT,,5026,5111,179570843,0.921875
NPHS2,WT,,5026,5114,179570840,0.921875
NPHS2,WT,,5026,5162,179570792,1.078125
NPHS2,WT,,5026,5177,179570777,0.9375
NPHS2,WT,,5026,5771,179570183,1.46875
NPHS2,WT,,5026,5796,179570158,1.09375
NPHS2,WT,,5026,5840,179570114,1.109375
NPHS2,WT,,5026,5972,179569982,0.9375
NPHS2,WT,,5026,6815,179569139,0.984375
NPHS2,WT,,5026,8029,179567925,1.390625
NPHS2,WT,,5026,11175,179564779,3.046875
NPHS2,WT,,5026,11181,179564773,3.734375
NPHS2,WT,,5026,11184,179564770,3.578125
NPHS2,WT,,5026,11190,179564764,3.171875
NPHS2,WT,,5026,11202,179564752,3.046875
NPHS2,WT,,5026,11259,179564695,1.75
NPHS2,WT,,5026,11265,179564689,0.953125
NPHS2,WT,,5026,11666,179564288,1.875
NPHS2,WT,,5026,11672,179564282,1.609375
NPHS2,WT,,5026,11675,179564279,1.78125
NPHS2,WT,,5026,13787,179562167,1.171875
NPHS2,WT,,5026,13820,179562134,1.3125
NPHS2,WT,,5026,14535,179561419,1.171875
NPHS2,WT,,5026,14593,179561361,1.28125
NPHS2,WT,,5026,14596,179561358,2.125
NPHS2,WT,,5026,14602,179561352,2.5
NPHS2,WT,,5026,14608,179561346,2.15625
NPHS2,WT,,5026,14614,179561340,2.171875
NPHS2,WT,,5026,14632,179561322,1.46875
NPHS2,WT,,5026,14647,179561307,1.921875
NPHS2,WT,,5026,14653,179561301,2.203125
NPHS2,WT,,5026,14659,179561295,2.65625
NPHS2,WT,,5026,14665,179561289,1.578125
NPHS2,WT,,5026,14808,179561146,1.3125
NPHS2,WT,,5026,15505,179560449,1.3125
NPHS2,WT,,5026,15508,179560446,1.171875
NPHS2,WT,,5026,15578,179560376,1.671875
NPHS2,WT,,5026,15581,179560373,1.609375
NPHS2,WT,,5026,15599,179560355,1.703125
NPHS2,WT,,5026,16192,179559762,2.0625
NPHS2,WT,,5026,16219,179559735,2.265625
NPHS2,WT,,5026,16234,179559720,2.390625
NPHS2,WT,,5026,16237,179559717,1.84375
NPHS2,WT,,5026,16258,179559696,2.15625
NPHS2,WT,,5026,16273,179559681,2.46875
NPHS2,WT,,5026,16276,179559678,0.953125
NPHS2,WT,,5026,17199,179558755,1.1875
NPHS2,WT,,5026,17200,179558754,0.96875
NPHS2,WT,,5026,18514,179557440,1.1875
NPHS2,WT,,5026,18675,179557279,1.5625
NPHS2,WT,,5026,18727,179557227,1.734375
NPHS2,WT,,5026,18736,179557218,2.4375
NPHS2,WT,,5026,18751,179557203,2.984375
NPHS2,WT,,5026,18757,179557197,2.65625
NPHS2,WT,,5026,18760,179557194,2.5625
NPHS2,WT,,5026,18781,179557173,2.28125
NPHS2,WT,,5026,18787,179557167,2.046875
NPHS2,WT,,5026,18811,179557143,2.375
NPHS2,WT,,5026,18817,179557137,2.265625
NPHS2,WT,,5026,18826,179557128,2.4375
NPHS2,WT,,5026,18829,179557125,2.546875
NPHS2,WT,,5026,18841,179557113,2.203125
NPHS2,WT,,5026,18868,179557086,2.359375
NPHS2,WT,,5026,18886,179557068,2.375
NPHS2,WT,,5026,18898,179557056,2.140625
NPHS2,WT,,5026,18913,179557041,1.640625
